emp_id,emp_name,department,city,salary,experience,hire_date,performance_score
440,Employee_440,Sales,Chandigarh,29745,1,2022-02-11,4
441,Employee_441,Marketing,Pune,42762,15,2018-10-07,5
442,Employee_442,Finance,Jaipur,122192,18,2021-06-30,5
443,Employee_443,Finance,Chandigarh,36743,15,2021-10-16,4
444,Employee_444,HR,Pune,33248,20,2021-08-15,1
445,Employee_445,IT,Pune,54595,10,2020-12-11,3
446,Employee_446,Finance,Bengaluru,79520,0,2021-04-21,2
447,Employee_447,Operations,Pune,31370,3,2022-11-03,4
448,Employee_448,Marketing,Mumbai,61479,11,2024-05-05,4
449,Employee_449,Marketing,Pune,104764,8,2019-12-08,3
450,Employee_450,IT,Pune,37399,12,2022-01-01,5
451,Employee_451,Operations,Chandigarh,116276,6,2022-06-10,4
452,Employee_452,IT,Bengaluru,116466,7,2018-06-04,2
453,Employee_453,HR,Jaipur,34243,1,2023-10-29,5
454,Employee_454,Sales,Chandigarh,88472,10,2023-11-02,2
455,Employee_455,Marketing,Jaipur,90165,12,2018-02-24,4
456,Employee_456,Marketing,Jaipur,98691,14,2019-11-09,5
457,Employee_457,Marketing,Pune,31761,11,2021-12-16,4
458,Employee_458,IT,Jaipur,109525,17,2021-05-28,1
459,Employee_459,Sales,Pune,50589,5,2019-07-06,4
460,Employee_460,HR,Pune,99362,10,2019-12-12,5
461,Employee_461,Sales,Bengaluru,26098,18,2020-08-16,5
462,Employee_462,HR,Bengaluru,110777,5,2023-09-19,2
463,Employee_463,Sales,Bengaluru,41166,10,2020-12-09,2
464,Employee_464,IT,Pune,42254,5,2023-12-12,3
465,Employee_465,IT,Chandigarh,117615,13,2023-04-02,4
466,Employee_466,Marketing,Chandigarh,65775,5,2023-10-31,5
467,Employee_467,Marketing,Pune,102599,6,2021-03-03,2
468,Employee_468,Operations,Delhi,131617,10,2019-05-03,4
469,Employee_469,Sales,Jaipur,110815,16,2020-01-03,5
470,Employee_470,Sales,Bengaluru,131814,17,2022-12-17,3
471,Employee_471,IT,Delhi,36163,3,2019-02-03,5
472,Employee_472,Sales,Mumbai,83115,12,2020-01-16,4
473,Employee_473,Sales,Chandigarh,136790,18,2018-05-30,5
474,Employee_474,IT,Chandigarh,83977,15,2022-05-16,3
475,Employee_475,Finance,Mumbai,135349,19,2021-01-24,2
476,Employee_476,HR,Chandigarh,32937,2,2024-03-03,2
477,Employee_477,Sales,Pune,82881,10,2019-02-21,4
478,Employee_478,HR,Jaipur,86379,8,2022-08-04,4
479,Employee_479,Finance,Chandigarh,37586,5,2022-07-02,5
480,Employee_480,Sales,Chandigarh,122117,15,2023-09-02,2
481,Employee_481,Finance,Mumbai,70868,4,2020-03-03,2
482,Employee_482,IT,Bengaluru,110143,4,2019-02-28,1
483,Employee_483,Sales,Delhi,84454,4,2022-03-15,5
484,Employee_484,Finance,Pune,77170,0,2022-05-07,4
485,Employee_485,Operations,Bengaluru,64541,9,2024-07-08,4
486,Employee_486,Finance,Pune,47825,3,2023-06-28,2
487,Employee_487,Sales,Mumbai,85127,3,2024-01-14,1
488,Employee_488,Marketing,Pune,66464,15,2024-04-08,3
489,Employee_489,Operations,Chandigarh,66917,17,2024-08-23,4
490,Employee_490,Finance,Bengaluru,115572,12,2024-01-06,2
491,Employee_491,IT,Mumbai,95327,6,2024-09-01,2
492,Employee_492,HR,Pune,143659,19,2018-09-10,3
493,Employee_493,Sales,Delhi,70125,11,2022-01-20,5
494,Employee_494,Marketing,Jaipur,139404,13,2020-05-06,3
495,Employee_495,IT,Pune,77093,12,2019-12-21,1
496,Employee_496,Sales,Jaipur,143208,11,2024-10-10,5
497,Employee_497,IT,Mumbai,33635,19,2021-08-04,4
498,Employee_498,IT,Jaipur,139196,9,2019-01-28,4
499,Employee_499,HR,Pune,37222,13,2019-09-20,1
500,Employee_500,Marketing,Jaipur,132213,5,2021-10-26,2
